ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,authenticator
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,657.504,6,0.2,-131.5008,a21608f9-bca4-4abe-805e-ae1d6a10d2a7
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,99.54,2,0.0,10.9494,316584ab-5258-41cf-8b2c-3f36303d61ef
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,199.96,4,0.0,85.9828,7a42b253-b4ff-4d4c-83d7-3e0519668c0c
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Chairs,631.782,2,0.1,140.396,c1045e2a-6ae2-4017-ab49-a62705863550
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Furnishings,60.72,3,0.0,26.1096,48df2b95-f343-4e25-bc9d-536c44d49546
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,20.724,2,0.7,-15.1976,5ccfb411-e3e4-4cc6-9308-efa768f5b0f3
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,415.872,8,0.2,-41.5872,a46837de-96d2-4723-ac78-2ecb9d8c0e3f
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,16.768,2,0.2,1.4672,04e30ca4-183d-45bb-82e1-9fabe077d7c3
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,27.12,2,0.2,-4.746,dc444e1e-d88a-44da-ba27-d744c664707d
Second Class,Consumer,United States,Stockton,California,95207,West,Technology,Phones,95.84,4,0.2,34.742,06b4c487-118f-4272-a0de-c5c6ceb3d51c
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Paper,12.96,2,0.0,6.2208,5a4337a9-6526-4f17-b432-7338644e74d4
Second Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Binders,19.008,8,0.7,-12.672,839c2e16-1ffa-4718-98e6-52d8d6c3120e
Second Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Binders,1598.058,7,0.7,-1065.372,61eb2afe-a1c0-4dd6-a4d3-37d61d17ed7d
Second Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Art,36.96,4,0.2,12.012,19d5f174-7c90-4a80-8031-338008f7129f
Same Day,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,eab69405-ac9b-45d5-8ef1-dd6383dbaf50
Same Day,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,77.72,1,0.6,-66.062,fcf7e348-7184-44ef-9a61-f6815176e238
Same Day,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,520.464,2,0.3,-14.8704,b7923cc0-b142-442f-933c-4fb03c9cb62a
First Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,111.96,2,0.0,54.8604,130a089f-b5ee-4684-aba7-8a76ed04507b
Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Technology,Phones,29.16,3,0.0,8.4564,c35fdaf3-20dd-46b2-b8ba-c2fb358eb1ba
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,131.94,3,0.0,35.6238,d18d0650-b88c-4fec-b1c2-e7f20b2809e0
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,25.92,4,0.0,8.2944,19fca386-df32-4460-943a-780ed8ba868f
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Storage,704.76,4,0.0,162.0948,ec77eea2-a9db-4644-bb0f-6bdefbb942f2
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Fasteners,7.41,3,0.0,3.4827,1cef117a-669b-4a55-b1ce-46e62f2e424a
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,21.5,10,0.0,7.095,e7009e9f-078e-4358-a0ad-9a0a4f1cf58c
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,10.528,4,0.2,3.29,1b8c4dd3-d6b4-4b59-9909-6f0e5430a0c4
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,20.544,6,0.2,6.42,280a7dc2-e76b-454e-a923-fcbdb0efbc67
Standard Class,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Binders,104.9,5,0.0,50.352,fcbfdf99-58b9-4465-b60e-3844360a45f5
Standard Class,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Art,39.68,2,0.0,16.2688,b2828c22-685c-45f8-8b33-e653b658ef6f
Standard Class,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Labels,51.75,5,0.0,24.84,2ca58035-52ca-4ce2-9748-aa37a1477f48
Second Class,Consumer,United States,Elkhart,Indiana,46514,Central,Office Supplies,Art,11.68,2,0.0,5.4896,f800a938-6973-4f2a-bcca-60f6ab5d0196
Second Class,Consumer,United States,Elkhart,Indiana,46514,Central,Technology,Accessories,159.75,5,0.0,11.1825,cafc1fa3-a592-44f3-b7e0-8ae10daf72c6
Standard Class,Corporate,United States,Kent,Ohio,44240,East,Office Supplies,Appliances,103.968,6,0.2,16.8948,f75a5cf9-7510-4006-95c0-1d8021378023
Standard Class,Home Office,United States,San Gabriel,California,91776,West,Furniture,Furnishings,303.25,5,0.0,63.6825,a3ad2408-0b30-422c-95d5-24f4098940df
Standard Class,Home Office,United States,San Gabriel,California,91776,West,Office Supplies,Appliances,270.72,3,0.0,78.5088,1e80e210-519b-4e0f-9577-d4cf33fb2817
Standard Class,Home Office,United States,San Gabriel,California,91776,West,Furniture,Chairs,1487.04,5,0.2,148.704,fa04ae7d-c574-4bc3-934b-fa78ae2eaef1
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,17.48,2,0.0,8.2156,4974268a-205f-4932-859e-d97feb0b1d7d
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,71.88,2,0.0,32.346,72737594-77fc-4dd3-bb4d-5a83a3a16d07
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,60.45,3,0.0,16.3215,96c12dc7-e444-4de7-bf17-16c541b9bc86
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,253.176,3,0.2,-31.647,c1c1df2a-77a7-4442-9ea4-4b56870d3b5f
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,2.88,5,0.8,-4.464,23099384-3207-4b72-8b8a-18fec5870463
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,384.944,4,0.3,-126.4816,addd074c-86ef-4882-8a59-491eb688e45a
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Technology,Phones,153.584,2,0.2,13.4386,098801ad-5785-4fde-8cc1-92ccc819e1f0
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,913.43,5,0.3,-52.196,e5cbfa49-7746-4213-bfb3-4d789cd27ac7
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,43.92,4,0.0,11.8584,4423700b-408f-4cd7-95cf-adab1c271d69
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,25.032,3,0.2,7.8225,b8a4de44-f8ce-4eea-b12e-d27fdd7a6d2b
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,46.76,7,0.0,22.4448,96922821-6577-443c-8af8-b756edc4ab2b
First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,183.968,2,0.2,-25.2956,0c882eef-d3e3-4e83-8c26-5c6e89a94abe
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1259.97,3,0.0,327.5922,3b75f40b-6431-4e8c-9dd6-59b6f3b95f16
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,68.97,3,0.0,19.3116,5e06d697-8883-4f04-9ed9-0a54b848bea1
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Art,70.368,2,0.2,6.1572,c12e088a-0978-4dc7-9501-c1f61f76d0b4
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,59.96,5,0.2,21.7355,0e667ea3-f49e-4c76-b04b-d8ca84772e8c
Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,25.984,1,0.2,-5.1968,79c69e68-802c-4bbe-afd6-86bc16f30525
Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,27.36,3,0.7,-21.888,ab55ddb7-8c49-4d99-ab6b-863b85cda049
Standard Class,Corporate,United States,San Diego,California,92024,West,Technology,Phones,361.376,2,0.2,27.1032,ea261a3d-f682-4577-9746-438060005303
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,172.186,2,0.3,-46.7362,1c27e46e-fd2d-464a-a9bb-ceb9d9448ba6
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,69.008,2,0.2,12.0764,2d462a34-19f7-4538-b8d4-a466fa49271f
Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Envelopes,199.9,5,0.0,89.955,b7d82d5d-7287-44ac-a967-c59fa5797e81
Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,901.95,3,0.0,297.6435,1cd196df-4566-477a-ba00-8239637760e7
Same Day,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,971.5,5,0.0,252.59,d13ad935-e555-4ac6-9ba7-264a518c8be5
First Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,11.328,2,0.2,2.5488,4debdc3f-8f98-4522-85d9-c2cce33ee1bf
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,21.24,3,0.0,8.0712,d4bc420f-33f9-4ea2-a8f2-ce645514b07a
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,34.8,3,0.2,2.175,877d0b32-6fb9-4bff-b121-d638c7157551
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,38.976,3,0.2,-2.436,86f32e24-27e2-4a3f-8747-0f441f5d32ce
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,9.08,2,0.0,4.086,32b27333-4f58-4dac-8254-d7ec5e1ac893
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,314.55,3,0.0,150.984,3db0dd7e-8491-4c16-9e96-d89149e6b256
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,4.91,1,0.0,2.3077,f2732641-811a-4ef1-894a-6d7145d327b2
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,5.78,2,0.0,2.7166,cfe55db3-5f35-4c34-9b98-027a83343ed4
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,107.94,6,0.0,30.2232,4f50d73b-d524-4c65-9101-fa8d95363d47
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.65,3,0.0,9.039,92ed580e-b83d-4bb0-8b61-08bcb6682268
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,617.97,3,0.0,160.6722,d0dd4e78-01ca-45c3-a23d-0a62379a733e
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,59.7,3,0.0,26.865,cb331b10-06c7-48b0-a1be-3050836fec50
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,387.99,1,0.0,182.3553,51395245-e884-4831-9671-48fa12b346ad
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,575.92,2,0.2,71.99,93999dac-03ea-4961-9b6d-560f69f37e5f
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Fasteners,30.4,5,0.0,15.2,a465eb8b-c34c-4597-8e2b-5679e07e3862
Second Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,478.24,8,0.0,219.9904,a9f16539-41ed-406a-988f-3d4e9ad335fb
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Furniture,Furnishings,190.848,3,0.2,-21.4704,58085455-e3ef-4b72-98d1-06bb5e53cc9a
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.484,4,0.7,-4.0216,526451e2-938f-4fd3-90a5-8809440a3ff3
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,40.92,5,0.2,3.069,52fa227e-7acf-4f39-ab75-03bc29008508
Standard Class,Consumer,United States,Margate,Florida,33063,South,Office Supplies,Art,15.552,3,0.2,2.3328,e70cb024-320a-4a68-ae1f-c10415238bc2
First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Appliances,17.24,2,0.0,4.4824,7772929b-2ea3-4740-9983-9ddddfd8f145
First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,302.94,3,0.0,75.735,927bba0c-2b6f-412b-884a-15a90dab4c19
First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,34.75,5,0.0,15.6375,6620fba5-7dca-4ddb-bcb6-20c8a97e2fc7
First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Binders,113.94,6,0.0,54.6912,8ce5a219-9c92-4e3c-b042-ae78b6df16ac
First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,55.98,2,0.0,15.6744,3fd99ff0-890f-4e62-98e6-99db749b65d7
Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,27.18,3,0.0,12.231,804d5a25-cc48-4b45-b361-0f5a887807d0
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,1805.88,6,0.0,523.7052,b6cd0d13-2be1-4e81-a260-ac79f6555dff
Same Day,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Art,70.95,3,0.0,18.447,f5d50195-4a0b-436b-8b36-15bf91cbd460
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,20.0,4,0.0,9.6,7490d749-2928-4288-8894-8020351fa7a7
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,7.98,3,0.0,2.0748,5122d90a-4564-4c13-8acd-73b489fbd305
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,24.1,5,0.0,9.158,fd862dfe-0b02-41e7-a5c0-1e14b8be6b77
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,8.75,1,0.0,2.625,add0a4bf-5cd8-463a-9c1d-3b327391b17f
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Tables,842.94,3,0.0,160.1586,6b0734c0-2e8f-4301-ac6e-9dcd176579b4
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.182,1,0.8,-3.6003,8d31d40a-9d82-4f45-a264-aef4f5a33569
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,27.384,7,0.2,2.7384,e3149217-3a84-4f74-8317-9649c0094ca5
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,26.406,3,0.8,-71.2962,1360aa1f-8a5b-4ce6-b48c-b3f713634639
Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,b6ba11ba-0ce2-4a18-9681-66d7820d3d50
Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,23.68,4,0.2,7.4,e19a73f9-d1c9-4592-a94b-1b91a122106d
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,109.95,1,0.0,36.2835,7d041b81-e70c-4198-8435-72b442bf308c
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,965.85,5,0.0,135.219,dab6bbaa-6c86-4125-b225-87fe82d8120d
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,29.2,5,0.0,10.512,35fe0a94-621a-4b38-b13d-32e47c5f435f
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,32.4,5,0.0,15.552,6d8d421e-52de-4cff-b757-446e4203b024
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,78.35,5,0.0,36.8245,848a073d-e0bc-4693-a23f-1c0eed0a4c5e
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,31.68,6,0.0,14.256,a12234cb-be7a-4e33-a478-05921d700f7f
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,29.12,4,0.0,14.2688,3c1027a0-61d6-4951-b5fe-65c4ee622adc
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Storage,169.45,5,0.0,42.3625,21814f09-63e9-4b6b-b51c-1d6f442b7e26
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,12.56,2,0.0,4.0192,8416e721-db93-4129-b239-ced19d412d69
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,6.48,1,0.0,3.1104,b6ed7136-3985-4399-bb82-ac1bb5b85517
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Envelopes,186.69,3,0.0,87.7443,d34cef7f-afd3-4925-a87d-28882c221a14
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,25.4,5,0.0,8.636,6457f043-d999-4c0b-8cfc-6e2c6f85ae5c
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,43.96,2,0.0,20.6612,55004ebb-af0d-46e1-883c-84276f243363
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,1279.165,5,0.15,225.735,8ce166f1-dba8-4fd7-a3bc-1bd4a9a1a696
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,27.92,4,0.0,0.5584,6e8ce88d-3eda-4e33-a8f7-5eefa76129e4
Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,129.568,2,0.2,-12.9568,bc6643d2-6c0f-44c9-9f54-e228c0a2beb6
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.368,2,0.2,2.1492,384ca73c-266d-44fb-9276-98b465f22106
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,244.55,5,0.0,114.9385,0afc6dd6-0400-4123-a3df-445bda5920ce
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,1332.496,2,0.2,-299.8116,a8590096-8d62-4ef6-b8c8-dba83728694a
First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,32.776,1,0.2,3.2776,2cd2a941-10da-4a7e-83a6-71c9ed00ed3a
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,147.184,2,0.2,-29.4368,0ae67eb5-baee-449e-9c3b-e5e1af3376cd
First Class,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,54.384,2,0.2,1.3596,50e5ea33-6d0e-451e-94ec-ccd5bcee126e
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,76.776,4,0.7,-58.8616,cc8c76af-56bc-4e0c-ad7e-63b00c3604d2
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,14.352,3,0.2,5.2026,418b1a78-c2a4-4f9b-8588-3a756b71032a
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,209.792,2,0.2,26.224,dea599bd-965d-400b-b1ce-fa327e262a30
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,3.304,1,0.2,1.1151,9ba7d565-fc67-47f7-8d72-5ec4570243f3
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,16.38,9,0.0,7.371,8d952e5d-7358-4991-b0f9-7e4f4bb120d8
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,167.96,2,0.0,78.9412,87c4cee8-356c-4d24-b390-29bf967c4413
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,321.568,2,0.2,-16.0784,c8186ce0-92bf-447d-b990-bc14362f163e
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.2208,1081ac7f-0073-4bc1-b173-6cccb600edcc
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,128.058,3,0.3,-23.7822,ecb14f39-916d-409c-83c5-1d77001cbe49
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,63.686,1,0.3,-15.4666,41280e50-94ee-4c57-91da-35f7f2a16f0b
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,239.976,3,0.2,65.9934,2f168453-7da3-4a51-bea3-6a40229b15d6
